"name","website","status","email_found","source_url","all_candidates"
"Dogwood Estates - Sky Active Living","https://dogwoodestatesseniorliving.com","found","info@discoverymgt.com","https://dogwoodestatesseniorliving.com/contact-us","info@discoverymgt.com"
"Robson Ranch Texas","https://www.robson.com","found","robson@robson.com","https://www.robson.com","robson@robson.com"
"Three Sisters' Care Home","","no-website","","",""
"Denton Village","https://dentonvillage.com","no-email-found","","",""
"The Vista at Rayzor Ranch","https://vistaatrayzorranch.com","found","rayzorranch-w@m.knck.io","https://vistaatrayzorranch.com","rayzorranch-w@m.knck.io"
"Selah Ridge, LLC","","no-website","","",""
"Living Well Senior Care","https://www.livingwellseniorcaretx.com","found","info@livingwellseniorcaretx.com","https://www.livingwellseniorcaretx.com","info@livingwellseniorcaretx.com"
"Denton State Supported Living Center","https://www.hhs.texas.gov","found","hhscivilrightsoffice@hhs.texas.gov","https://www.hhs.texas.gov/contact","hhscivilrightsoffice@hhs.texas.gov; pressoffice@hhs.texas.gov"
"Visiting Angels Senior Home Care Denton","https://www.visitingangels.com","found","customersupport@visitingangels.com","https://www.visitingangels.com/contact","customersupport@visitingangels.com"
"Autumn Oaks of Corinth","http://www.oakscorinth.com","found","georgina@oakscorinth.com","http://www.oakscorinth.com","georgina@oakscorinth.com"
"Denton Rehabilitation","http://www.dentonrehab.com","found","info@dentonrehab.com","http://www.dentonrehab.com/contact","info@dentonrehab.com"
"Cottonwood Nursing & Rehabilitation","https://cottonwoodnursing.com","found","info_cottonwood@csnhc.com","https://cottonwoodnursing.com","info_cottonwood@csnhc.com"
"Clear Path Home Care","https://clearpathhomecare.com","found","info@clearpathhomecare.com","https://clearpathhomecare.com","info@clearpathhomecare.com"
"Denton Senior Center","https://www.cityofdenton.com","no-email-found","","",""
"Heaven at Home Senior Care","http://heavenathomecare.com","no-email-found","","",""
"Ray of Sunshine Senior Care","http://rosdfw.com","no-email-found","","",""
"Vintage Health Care Center","http://www.vintagehealthcarecenter.com","no-email-found","","",""
"FirstLight Home Care of Denton","https://www.firstlighthomecare.com","no-email-found","","",""
"Watermere at Southlake","http://www.watermere-at-southlake.com","no-email-found","","",""
"Kind Companions","http://www.kindcompanions.com","found","bellaire.kimberlyt@gmail.com","http://www.kindcompanions.com/contact-us","bellaire.kimberlyt@gmail.com"
"Daybreak Venture LLC","","no-website","","",""
"Select Rehabilitation Hospital of Denton","https://www.selectrehabilitationhospital.com","no-email-found","","",""
"KENNY'S HEART SENIOR LIVING LLC","","no-website","","",""
"J-N-J Home Care Services","https://j-n-jhomecareservices.com","found","info@j-n-jhomecareservices.com","https://j-n-jhomecareservices.com","info@j-n-jhomecareservices.com"
"Rambling Oaks Courtyard Assisted Living Residence","https://www.txseniorcare.net","no-email-found","","",""
"Lori Williams - Senior Services, LLC","https://loriwilliams-seniorservices.com","found","lori@loriwilliams-seniorservices.com","https://loriwilliams-seniorservices.com","lori@loriwilliams-seniorservices.com"
"Cornerstone Caregiving","https://cornerstonecaregiving.com","no-email-found","","",""
"Sodalis Flower Mound","https://sodalissenior.com","no-email-found","","",""
"Longmeadow Healthcare Center","https://longmeadowhealthcare.com","found","info_longmeadow@csnhc.com","https://longmeadowhealthcare.com","info_longmeadow@csnhc.com"
"Magnolia Estates of Grand Prairie","https://livingmagnolia.com","found","office@livingmagnolia.com","https://livingmagnolia.com","office@livingmagnolia.com; team@latofonts.com"
"Renon Assisted Living","","no-website","","",""
"Gilgal Assisted Living LLC","http://www.gilgalassistedliving.com","found","gilgalassistedliving@yahoo.com","http://www.gilgalassistedliving.com","gilgalassistedliving@yahoo.com"
"Watermere at Flower Mound","https://www.integratedseniorlifestyles.com","no-email-found","","",""
"Preferred Care at Home of Denton","https://preferhome.com","no-email-found","","",""
"Westchester Commons 55+ Apartments","https://www.liveatwestchestercommons.com","no-email-found","","",""
"Rambling Oaks Courtyard Extensive Care Community","https://www.ramblingoaks.org","no-email-found","","",""
"Wright Senior Apartments is the right place","https://www.wrightseniorgp.com","found","accessibility@apartments247.com","https://www.wrightseniorgp.com","accessibility@apartments247.com"
"Morada Grand Prairie","https://moradagrandprairie.seniorlivingnearme.com","found","info@discoverymgt.com","https://moradagrandprairie.seniorlivingnearme.com/contact-us","info@discoverymgt.com"
"Still Home Management","","no-website","","",""
"Lennox House","https://www.nationalchurchresidences.org","no-email-found","","",""
"Viceroy Apartments","https://www.viceroyapartments.com","no-email-found","","",""
"Morada Cedar Hill","https://moradacedarhill.seniorlivingnearme.com","found","info@discoverymgt.com","https://moradacedarhill.seniorlivingnearme.com/contact-us","info@discoverymgt.com"
"Midtowne Assisted Living and Memory Care","https://www.civitasseniorliving.com","found","info@csrliving.com","https://www.civitasseniorliving.com","info@csrliving.com"
"Legacy Oaks of Midlothian Senior Living","https://www.civitasseniorliving.com","found","info@csrliving.com","https://www.civitasseniorliving.com","info@csrliving.com"
"Calab Inc","https://www.calabinc.com","found","klowe@calabinc.com","https://www.calabinc.com/contact","klowe@calabinc.com; tcapocy@calabinc.com; tpreskey@calabinc.com; aanderson@calabinc.com; dhinton@calabinc.com; bwells@calabinc.com; dtruijillo@calabinc.com; tjorgensen@calabinc.com; david@wikithinkers.org"
"The Lakes at Grand Prairie","https://sparrowliving.com","no-email-found","","",""
"Graceful Arms Senior Living","https://www.gracefularmssl.com","found","info@gracefularmssl.com","https://www.gracefularmssl.com","info@gracefularmssl.com"
"Cedar Hill Senior Living","https://cedarhillsliving.net","no-email-found","","",""
"Oak Timbers Grand Prairie","https://www.oaktimbers.net","no-email-found","","",""
"Sophya's Assisted Living","","no-website","","",""
"Healing Haven Homes Mesquite","https://www.healinghavenhomes.com","found","info@healinghavenhomes.com","https://www.healinghavenhomes.com/contact","info@healinghavenhomes.com"
"Mesquite Village Healthcare Centre","","no-website","","",""
"Mesquite Tree Nursing Center","https://www.ahstexas.com","no-email-found","","",""
"Avir at Mansfield","http://avirhg.com","no-email-found","","",""
"Daffodil Luxury Assisted Living","https://daffodilassistedliving.com","no-email-found","","",""
"Living Peaceful Inc","","no-website","","",""
"Newport Home Health Agency","https://www.newporthomehealth.com","no-email-found","","",""
"Serenity Senior Living","","no-website","","",""
"Silver Cottage Senior Living","http://www.silvercottages.com","no-email-found","","",""
"Graceful Hill Homes","https://gracefulhillhomes.com","found","info@gracefulhillhomes.com","https://gracefulhillhomes.com/contact","info@gracefulhillhomes.com"
"Pegasus Landing of Forney","https://www.pegasusseniorliving.com","no-email-found","","",""
"Midtowne Meadows Health and Rehab","https://midtownemeadowshealth.com","no-email-found","","",""
"Palladium Carver Living","https://palladiumcarverliving.com","no-email-found","","",""
"Emmitt Evans Senior Citizen","","no-website","","",""
"Mesquite Garden Apartments | An RHF Community","http://www.rhf.org","found","info@rhf.org","http://www.rhf.org","info@rhf.org; philanthropy@rhf.org"
"Agape Day Center for Adults","http://www.agapedaycenter.com","no-email-found","","",""
"ClearSky Rehabilitation Hospital of Mansfield","http://clearskyhealth.com","no-email-found","","",""
"Griswold Home Care for Mesquite","https://www.griswoldcare.com","no-email-found","","",""
"Forney Assisted Living","http://forneyassistedliving.com","found","forneyassistedliving@gmail.com","http://forneyassistedliving.com","forneyassistedliving@gmail.com"
"Crescent Manor Apartments | An RHF Community","http://www.rhf.org","found","info@rhf.org","http://www.rhf.org","info@rhf.org; philanthropy@rhf.org"
"Rutherford Senior Citizen Center","","no-website","","",""
"Christian Care Nursing & Rehabilitation","http://christiancaretexas.org","no-email-found","","",""
"Christian Care Outpatient Therapy - Mesquite","","no-website","","",""
"Bella Hospice","https://bellahhh.com","found","info@bellahhh.com","https://bellahhh.com","info@bellahhh.com"
"Brookdale Summer Ridge","https://www.brookdale.com","no-email-found","","",""
"Rose Garden Senior Living","","no-website","","",""
"The Mustang Creek Estates of Flower Mound","https://www.mce.care","found","allen.sales@mce.care","https://www.mce.care/contact","allen.sales@mce.care; burleson.sales@mce.care; flowermound.sales@mce.care; frisco.sales@mce.care; keller.sales@mce.care; sachse.sales@mce.care"
"Compassionate Residential Living, Flower Mound, TX","https://www.compassionateliving.net","found","sophonia@compassionateliving.net","https://www.compassionateliving.net","sophonia@compassionateliving.net"
"Le Rêve Rehabilitation and Memory Center","http://www.lerevedallas.com","no-email-found","","",""
"The Manor at Seagoville","https://cantexcc.com","no-email-found","","",""
"Magnolia Heights Retirement Community","https://www.prsliving.org","found","prs@retirement.org","https://www.prsliving.org/contact","prs@retirement.org; hr@retirement.org; communityhousing@retirement.org; rsvp@retirement.org; management@retirement.org"
"Echelon Place Assisted Living","https://www.echelonassistedliving.com","no-email-found","","",""
"Isle at Watercrest Mansfield","https://www.integratedseniorlifestyles.com","no-email-found","","",""
"Colonial Oaks at Rockwall","https://colonialoaks.com","no-email-found","","",""
"Elite Care Assisted Living Home","http://hillsideal.com","found","info@elitecarepch.com","http://hillsideal.com","info@elitecarepch.com; team@latofonts.com"
"Truewood by Merrill, Keller","https://www.merrillgardens.com","no-email-found","","",""
"Album Mansfield","https://albumlife.com","no-email-found","","",""
"Mustang Creek Estates Of Keller","http://www.mce.care","found","allen.sales@mce.care","http://www.mce.care/contact","allen.sales@mce.care; burleson.sales@mce.care; flowermound.sales@mce.care; frisco.sales@mce.care; keller.sales@mce.care; sachse.sales@mce.care"
"Tender Loving Care Assisted Living Home","http://www.tlckeller.com","found","tlcassistedlivinghome@gmail.com","http://www.tlckeller.com/contact-us","tlcassistedlivinghome@gmail.com"
"Conservatory At Keller Town Center","https://conservatoryatkellertowncenter.com","found","info@discoverymgt.com","https://conservatoryatkellertowncenter.com/contact-us","info@discoverymgt.com"
"Meadowview Place","","no-website","","",""
"The Pavilion at Creekwood","http://www.pavilionatcreekwood.com","no-email-found","","",""
"Evergreen At Keller","http://evergreenkeller.com","no-email-found","","",""
"Ladera at The Reserve – Mansfield","https://laderaliving.com","no-email-found","","",""
"Avir at Keller","http://avirhg.com","no-email-found","","",""
